"Current Procedural Terminology (CPT) codes, descriptions and other data only are copyright 2025 American Medical Association. All rights reserved. 

CPT® is a registered trademark of the American Medical Association.

Applicable FARS/DFARS Restrictions Apply to Government Use. 

Fee schedules, relative value units, conversion factors and/or related components are not assigned by the AMA, are not part of CPT, and the AMA is not recommending their use.  The AMA does not directly or indirectly practice medicine or dispense medical services.  The AMA assumes no liability for the data contained or not contained herein.",,,
"HCPCS/
CPT Code",Practitioner Services MUE Values,MUE Adjudication Indicator,MUE Rationale
43888,1,2 Date of Service Edit: Policy,Anatomic Consideration
43889,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
43999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
44005,1,2 Date of Service Edit: Policy,Anatomic Consideration
44010,1,2 Date of Service Edit: Policy,Anatomic Consideration
44015,1,2 Date of Service Edit: Policy,Anatomic Consideration
44020,2,3 Date of Service Edit: Clinical,Clinical: Data
44021,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44025,1,3 Date of Service Edit: Clinical,Clinical: Data
44050,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44055,1,2 Date of Service Edit: Policy,Anatomic Consideration
44100,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44110,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44111,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44120,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44121,2,3 Date of Service Edit: Clinical,Clinical: Data
44125,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44126,1,2 Date of Service Edit: Policy,Anatomic Consideration
44127,1,2 Date of Service Edit: Policy,Anatomic Consideration
44128,2,3 Date of Service Edit: Clinical,Clinical: Data
44130,2,3 Date of Service Edit: Clinical,Clinical: Data
44132,1,2 Date of Service Edit: Policy,Anatomic Consideration
44133,1,2 Date of Service Edit: Policy,Anatomic Consideration
44135,1,2 Date of Service Edit: Policy,Anatomic Consideration
44136,1,2 Date of Service Edit: Policy,Anatomic Consideration
44137,1,2 Date of Service Edit: Policy,Anatomic Consideration
44139,1,2 Date of Service Edit: Policy,Anatomic Consideration
44140,2,3 Date of Service Edit: Clinical,Clinical: Data
44141,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44143,1,2 Date of Service Edit: Policy,Anatomic Consideration
44144,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44145,1,2 Date of Service Edit: Policy,Anatomic Consideration
44146,1,2 Date of Service Edit: Policy,Anatomic Consideration
44147,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44150,1,2 Date of Service Edit: Policy,Anatomic Consideration
44151,1,2 Date of Service Edit: Policy,Anatomic Consideration
44155,1,2 Date of Service Edit: Policy,Anatomic Consideration
44156,1,2 Date of Service Edit: Policy,Anatomic Consideration
44157,1,2 Date of Service Edit: Policy,Anatomic Consideration
44158,1,2 Date of Service Edit: Policy,Anatomic Consideration
44160,1,2 Date of Service Edit: Policy,Anatomic Consideration
44180,1,2 Date of Service Edit: Policy,Anatomic Consideration
44186,1,2 Date of Service Edit: Policy,Anatomic Consideration
44187,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44188,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44202,1,2 Date of Service Edit: Policy,Anatomic Consideration
44203,2,3 Date of Service Edit: Clinical,Clinical: Data
44204,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44205,1,2 Date of Service Edit: Policy,Anatomic Consideration
44206,1,2 Date of Service Edit: Policy,Anatomic Consideration
44207,1,2 Date of Service Edit: Policy,Anatomic Consideration
44208,1,2 Date of Service Edit: Policy,Anatomic Consideration
44210,1,2 Date of Service Edit: Policy,Anatomic Consideration
44211,1,2 Date of Service Edit: Policy,Anatomic Consideration
44212,1,2 Date of Service Edit: Policy,Anatomic Consideration
44213,1,2 Date of Service Edit: Policy,Anatomic Consideration
44227,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44238,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
44300,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44310,2,3 Date of Service Edit: Clinical,Anatomic Consideration
44312,1,2 Date of Service Edit: Policy,Anatomic Consideration
44314,1,2 Date of Service Edit: Policy,Anatomic Consideration
44316,1,2 Date of Service Edit: Policy,Anatomic Consideration
44320,1,2 Date of Service Edit: Policy,Anatomic Consideration
44322,1,2 Date of Service Edit: Policy,Anatomic Consideration
44340,1,2 Date of Service Edit: Policy,Anatomic Consideration
44345,1,2 Date of Service Edit: Policy,Anatomic Consideration
44346,1,2 Date of Service Edit: Policy,Anatomic Consideration
44360,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44361,1,2 Date of Service Edit: Policy,Anatomic Consideration
44363,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44364,1,2 Date of Service Edit: Policy,Anatomic Consideration
44365,1,2 Date of Service Edit: Policy,Anatomic Consideration
44366,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44369,1,2 Date of Service Edit: Policy,Anatomic Consideration
44370,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44372,1,2 Date of Service Edit: Policy,Anatomic Consideration
44373,1,2 Date of Service Edit: Policy,Anatomic Consideration
44376,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44377,1,2 Date of Service Edit: Policy,Anatomic Consideration
44378,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44379,1,2 Date of Service Edit: Policy,Anatomic Consideration
44380,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44381,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44382,1,2 Date of Service Edit: Policy,Anatomic Consideration
44384,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44385,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44386,1,2 Date of Service Edit: Policy,Anatomic Consideration
44388,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44389,1,2 Date of Service Edit: Policy,Anatomic Consideration
44390,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44391,1,3 Date of Service Edit: Clinical,Clinical: Data
44392,1,2 Date of Service Edit: Policy,Anatomic Consideration
44394,1,2 Date of Service Edit: Policy,Anatomic Consideration
44401,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44402,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44403,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44404,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44405,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44406,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44407,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44408,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44500,1,3 Date of Service Edit: Clinical,Clinical: Data
44602,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44603,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44604,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44605,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
44615,3,3 Date of Service Edit: Clinical,Clinical: Data
44620,2,3 Date of Service Edit: Clinical,Clinical: Data
44625,1,3 Date of Service Edit: Clinical,Clinical: Data
44626,1,3 Date of Service Edit: Clinical,Clinical: Data
44640,2,3 Date of Service Edit: Clinical,Clinical: Data
44650,2,3 Date of Service Edit: Clinical,Clinical: Data
44660,1,3 Date of Service Edit: Clinical,Clinical: Data
44661,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44680,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44700,1,2 Date of Service Edit: Policy,Anatomic Consideration
44701,1,2 Date of Service Edit: Policy,Anatomic Consideration
44705,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
44715,1,2 Date of Service Edit: Policy,Anatomic Consideration
44720,2,3 Date of Service Edit: Clinical,Clinical: Data
44721,2,3 Date of Service Edit: Clinical,Clinical: Data
44799,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
44800,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44820,1,3 Date of Service Edit: Clinical,Clinical: Data
44850,1,3 Date of Service Edit: Clinical,Anatomic Consideration
44899,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
44900,1,2 Date of Service Edit: Policy,Anatomic Consideration
44950,1,2 Date of Service Edit: Policy,Anatomic Consideration
44955,1,2 Date of Service Edit: Policy,Anatomic Consideration
44960,1,2 Date of Service Edit: Policy,Anatomic Consideration
44970,1,2 Date of Service Edit: Policy,Anatomic Consideration
44979,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
45000,1,3 Date of Service Edit: Clinical,Clinical: Data
45005,1,3 Date of Service Edit: Clinical,Clinical: Data
45020,1,3 Date of Service Edit: Clinical,Clinical: Data
45100,2,3 Date of Service Edit: Clinical,Clinical: Data
45108,1,2 Date of Service Edit: Policy,Anatomic Consideration
45110,1,2 Date of Service Edit: Policy,Anatomic Consideration
45111,1,2 Date of Service Edit: Policy,Anatomic Consideration
45112,1,2 Date of Service Edit: Policy,Anatomic Consideration
45113,1,2 Date of Service Edit: Policy,Anatomic Consideration
45114,1,2 Date of Service Edit: Policy,Anatomic Consideration
45116,1,2 Date of Service Edit: Policy,Anatomic Consideration
45119,1,2 Date of Service Edit: Policy,Anatomic Consideration
45120,1,2 Date of Service Edit: Policy,Anatomic Consideration
45121,1,2 Date of Service Edit: Policy,Anatomic Consideration
45123,1,2 Date of Service Edit: Policy,Anatomic Consideration
45126,1,2 Date of Service Edit: Policy,Anatomic Consideration
45130,1,2 Date of Service Edit: Policy,Anatomic Consideration
45135,1,2 Date of Service Edit: Policy,Anatomic Consideration
45136,1,2 Date of Service Edit: Policy,Anatomic Consideration
45150,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45160,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45171,2,3 Date of Service Edit: Clinical,Clinical: Data
45172,2,3 Date of Service Edit: Clinical,Clinical: Data
45190,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45300,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45303,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45305,1,2 Date of Service Edit: Policy,Anatomic Consideration
45307,1,3 Date of Service Edit: Clinical,Anatomic Consideration
45308,1,2 Date of Service Edit: Policy,Anatomic Consideration
45309,1,2 Date of Service Edit: Policy,Anatomic Consideration
45315,1,2 Date of Service Edit: Policy,Anatomic Consideration
45317,1,3 Date of Service Edit: Clinical,Clinical: Data
45320,1,2 Date of Service Edit: Policy,Anatomic Consideration
45321,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45327,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45330,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45331,1,2 Date of Service Edit: Policy,Anatomic Consideration
45332,1,3 Date of Service Edit: Clinical,Anatomic Consideration
45333,1,2 Date of Service Edit: Policy,Anatomic Consideration
45334,1,3 Date of Service Edit: Clinical,Clinical: Data
45335,1,2 Date of Service Edit: Policy,Anatomic Consideration
45337,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45338,1,2 Date of Service Edit: Policy,Anatomic Consideration
45340,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
45341,1,2 Date of Service Edit: Policy,Anatomic Consideration
45342,1,2 Date of Service Edit: Policy,Anatomic Consideration
45346,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45347,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45349,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45350,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45378,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45379,1,3 Date of Service Edit: Clinical,Anatomic Consideration
45380,1,2 Date of Service Edit: Policy,Anatomic Consideration
45381,1,2 Date of Service Edit: Policy,Anatomic Consideration
45382,1,3 Date of Service Edit: Clinical,Clinical: Data
45384,1,2 Date of Service Edit: Policy,Anatomic Consideration
45385,1,2 Date of Service Edit: Policy,Anatomic Consideration
45386,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45388,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45389,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45390,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45391,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45392,1,2 Date of Service Edit: Policy,Anatomic Consideration
45393,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
45395,1,2 Date of Service Edit: Policy,Anatomic Consideration
45397,1,2 Date of Service Edit: Policy,Anatomic Consideration
45398,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
45399,1,3 Date of Service Edit: Clinical,Clinical: Data
45400,1,2 Date of Service Edit: Policy,Anatomic Consideration
45402,1,2 Date of Service Edit: Policy,Anatomic Consideration
45499,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
45500,1,2 Date of Service Edit: Policy,Anatomic Consideration
45505,1,2 Date of Service Edit: Policy,Anatomic Consideration
45520,1,2 Date of Service Edit: Policy,Anatomic Consideration
45540,1,2 Date of Service Edit: Policy,Anatomic Consideration
45541,1,2 Date of Service Edit: Policy,Anatomic Consideration
45550,1,2 Date of Service Edit: Policy,Anatomic Consideration
45560,1,2 Date of Service Edit: Policy,Anatomic Consideration
45562,1,2 Date of Service Edit: Policy,Anatomic Consideration
45563,1,2 Date of Service Edit: Policy,Anatomic Consideration
45800,1,3 Date of Service Edit: Clinical,Clinical: Data
45805,1,3 Date of Service Edit: Clinical,Clinical: Data
45820,1,3 Date of Service Edit: Clinical,Clinical: Data
45825,1,3 Date of Service Edit: Clinical,Clinical: Data
45900,1,2 Date of Service Edit: Policy,Anatomic Consideration
45905,1,2 Date of Service Edit: Policy,Anatomic Consideration
45910,1,2 Date of Service Edit: Policy,Anatomic Consideration
45915,1,2 Date of Service Edit: Policy,Anatomic Consideration
45990,1,2 Date of Service Edit: Policy,Anatomic Consideration
45999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
46020,2,3 Date of Service Edit: Clinical,Clinical: Data
46030,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
46040,2,3 Date of Service Edit: Clinical,Clinical: Data
46045,2,3 Date of Service Edit: Clinical,Clinical: Data
46050,2,3 Date of Service Edit: Clinical,Clinical: Data
46060,2,3 Date of Service Edit: Clinical,Clinical: Data
46070,1,2 Date of Service Edit: Policy,Anatomic Consideration
46080,1,2 Date of Service Edit: Policy,Anatomic Consideration
46083,2,3 Date of Service Edit: Clinical,Clinical: Data
46200,1,3 Date of Service Edit: Clinical,Clinical: Data
46220,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46221,1,2 Date of Service Edit: Policy,Anatomic Consideration
46230,1,2 Date of Service Edit: Policy,Anatomic Consideration
46250,1,2 Date of Service Edit: Policy,Anatomic Consideration
46255,1,2 Date of Service Edit: Policy,Anatomic Consideration
46257,1,2 Date of Service Edit: Policy,Anatomic Consideration
46258,1,2 Date of Service Edit: Policy,Anatomic Consideration
46260,1,2 Date of Service Edit: Policy,Anatomic Consideration
46261,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46262,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46270,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
46275,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
46280,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46285,1,3 Date of Service Edit: Clinical,Clinical: Data
46288,1,3 Date of Service Edit: Clinical,Clinical: Data
46320,2,3 Date of Service Edit: Clinical,Clinical: Data
46500,1,2 Date of Service Edit: Policy,Anatomic Consideration
46505,1,2 Date of Service Edit: Policy,Anatomic Consideration
46600,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
46601,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
46604,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46606,1,2 Date of Service Edit: Policy,Anatomic Consideration
46607,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46608,1,3 Date of Service Edit: Clinical,Anatomic Consideration
46610,1,2 Date of Service Edit: Policy,Anatomic Consideration
46611,1,2 Date of Service Edit: Policy,Anatomic Consideration
46612,1,2 Date of Service Edit: Policy,Anatomic Consideration
46614,1,3 Date of Service Edit: Clinical,Clinical: Data
46615,1,2 Date of Service Edit: Policy,Anatomic Consideration
46700,1,2 Date of Service Edit: Policy,Anatomic Consideration
46705,1,2 Date of Service Edit: Policy,Anatomic Consideration
46706,1,3 Date of Service Edit: Clinical,Clinical: Data
46707,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
46710,1,3 Date of Service Edit: Clinical,Anatomic Consideration
46712,1,3 Date of Service Edit: Clinical,Anatomic Consideration
46715,1,2 Date of Service Edit: Policy,Anatomic Consideration
46716,1,2 Date of Service Edit: Policy,Anatomic Consideration
46730,1,2 Date of Service Edit: Policy,Anatomic Consideration
46735,1,2 Date of Service Edit: Policy,Anatomic Consideration
46740,1,2 Date of Service Edit: Policy,Anatomic Consideration
46742,1,2 Date of Service Edit: Policy,Anatomic Consideration
46744,1,2 Date of Service Edit: Policy,Anatomic Consideration
46746,1,2 Date of Service Edit: Policy,Anatomic Consideration
46748,1,2 Date of Service Edit: Policy,Anatomic Consideration
46750,1,2 Date of Service Edit: Policy,Anatomic Consideration
46751,1,2 Date of Service Edit: Policy,Anatomic Consideration
46753,1,2 Date of Service Edit: Policy,Anatomic Consideration
46754,1,3 Date of Service Edit: Clinical,Clinical: Data
46760,1,2 Date of Service Edit: Policy,Anatomic Consideration
46761,1,2 Date of Service Edit: Policy,Anatomic Consideration
46900,1,2 Date of Service Edit: Policy,Anatomic Consideration
46910,1,2 Date of Service Edit: Policy,Anatomic Consideration
46916,1,2 Date of Service Edit: Policy,Anatomic Consideration
46917,1,2 Date of Service Edit: Policy,Anatomic Consideration
46922,1,2 Date of Service Edit: Policy,Anatomic Consideration
46924,1,2 Date of Service Edit: Policy,Anatomic Consideration
46930,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46940,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46942,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
46945,1,2 Date of Service Edit: Policy,Anatomic Consideration
46946,1,2 Date of Service Edit: Policy,Anatomic Consideration
46947,1,2 Date of Service Edit: Policy,Anatomic Consideration
46948,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
46999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
47000,3,3 Date of Service Edit: Clinical,Clinical: Data
47001,3,3 Date of Service Edit: Clinical,Clinical: Data
47010,1,3 Date of Service Edit: Clinical,Clinical: Data
47015,1,2 Date of Service Edit: Policy,Anatomic Consideration
47100,3,3 Date of Service Edit: Clinical,Clinical: Data
47120,2,3 Date of Service Edit: Clinical,Clinical: Data
47122,1,2 Date of Service Edit: Policy,Anatomic Consideration
47125,1,2 Date of Service Edit: Policy,Anatomic Consideration
47130,1,2 Date of Service Edit: Policy,Anatomic Consideration
47133,1,2 Date of Service Edit: Policy,Anatomic Consideration
47135,1,2 Date of Service Edit: Policy,Anatomic Consideration
47140,1,2 Date of Service Edit: Policy,Anatomic Consideration
47141,1,2 Date of Service Edit: Policy,Anatomic Consideration
47142,1,2 Date of Service Edit: Policy,Anatomic Consideration
47143,1,2 Date of Service Edit: Policy,Anatomic Consideration
47144,1,2 Date of Service Edit: Policy,Anatomic Consideration
47145,1,2 Date of Service Edit: Policy,Anatomic Consideration
47146,2,3 Date of Service Edit: Clinical,Clinical: Data
47147,1,3 Date of Service Edit: Clinical,Clinical: Data
47300,2,3 Date of Service Edit: Clinical,Clinical: Data
47350,1,3 Date of Service Edit: Clinical,Clinical: Data
47360,1,3 Date of Service Edit: Clinical,Clinical: Data
47361,1,3 Date of Service Edit: Clinical,Clinical: Data
47362,1,3 Date of Service Edit: Clinical,Clinical: Data
47370,1,2 Date of Service Edit: Policy,Anatomic Consideration
47371,1,2 Date of Service Edit: Policy,Anatomic Consideration
47379,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
47380,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47381,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47382,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47383,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47384,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47399,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
47400,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47420,1,2 Date of Service Edit: Policy,Anatomic Consideration
47425,1,2 Date of Service Edit: Policy,Anatomic Consideration
47460,1,2 Date of Service Edit: Policy,Anatomic Consideration
47480,1,2 Date of Service Edit: Policy,Anatomic Consideration
47490,1,2 Date of Service Edit: Policy,Anatomic Consideration
47531,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47532,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47533,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47534,2,3 Date of Service Edit: Clinical,Clinical: Data
47535,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47536,2,3 Date of Service Edit: Clinical,Clinical: Data
47537,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47538,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47539,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47540,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47541,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47542,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
47543,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
47544,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47550,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
47552,1,3 Date of Service Edit: Clinical,Clinical: Data
47553,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47554,1,3 Date of Service Edit: Clinical,Clinical: Data
47555,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47556,1,2 Date of Service Edit: Policy,Anatomic Consideration
47562,1,2 Date of Service Edit: Policy,Anatomic Consideration
47563,1,2 Date of Service Edit: Policy,Anatomic Consideration
47564,1,2 Date of Service Edit: Policy,Anatomic Consideration
47570,1,2 Date of Service Edit: Policy,Anatomic Consideration
47579,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
47600,1,2 Date of Service Edit: Policy,Anatomic Consideration
47605,1,2 Date of Service Edit: Policy,Anatomic Consideration
47610,1,2 Date of Service Edit: Policy,Anatomic Consideration
47612,1,2 Date of Service Edit: Policy,Anatomic Consideration
47620,1,2 Date of Service Edit: Policy,Anatomic Consideration
47700,1,2 Date of Service Edit: Policy,Anatomic Consideration
47701,1,2 Date of Service Edit: Policy,Anatomic Consideration
47711,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47712,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47715,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
47720,1,2 Date of Service Edit: Policy,Anatomic Consideration
47721,1,2 Date of Service Edit: Policy,Anatomic Consideration
47740,1,2 Date of Service Edit: Policy,Anatomic Consideration
47741,1,2 Date of Service Edit: Policy,Anatomic Consideration
47760,1,2 Date of Service Edit: Policy,Anatomic Consideration
47765,1,2 Date of Service Edit: Policy,Anatomic Consideration
47780,1,2 Date of Service Edit: Policy,Anatomic Consideration
47785,1,2 Date of Service Edit: Policy,Anatomic Consideration
47800,1,2 Date of Service Edit: Policy,Anatomic Consideration
47801,1,3 Date of Service Edit: Clinical,Clinical: Data
47900,1,2 Date of Service Edit: Policy,Anatomic Consideration
47999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
48000,1,2 Date of Service Edit: Policy,Anatomic Consideration
48001,1,2 Date of Service Edit: Policy,Anatomic Consideration
48020,1,3 Date of Service Edit: Clinical,Clinical: Data
48100,1,3 Date of Service Edit: Clinical,Clinical: Data
48102,1,3 Date of Service Edit: Clinical,Clinical: Data
48105,1,2 Date of Service Edit: Policy,Anatomic Consideration
48120,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48140,1,2 Date of Service Edit: Policy,Anatomic Consideration
48145,1,2 Date of Service Edit: Policy,Anatomic Consideration
48146,1,2 Date of Service Edit: Policy,Anatomic Consideration
48148,1,2 Date of Service Edit: Policy,Anatomic Consideration
48150,1,2 Date of Service Edit: Policy,Anatomic Consideration
48152,1,2 Date of Service Edit: Policy,Anatomic Consideration
48153,1,2 Date of Service Edit: Policy,Anatomic Consideration
48154,1,2 Date of Service Edit: Policy,Anatomic Consideration
48155,1,2 Date of Service Edit: Policy,Anatomic Consideration
48160,0,3 Date of Service Edit: Clinical,CMS Policy
48400,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48500,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48510,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48520,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48540,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
48545,1,3 Date of Service Edit: Clinical,Anatomic Consideration
48547,1,2 Date of Service Edit: Policy,Anatomic Consideration
48548,1,2 Date of Service Edit: Policy,Anatomic Consideration
48550,1,2 Date of Service Edit: Policy,Anatomic Consideration
48551,1,2 Date of Service Edit: Policy,Anatomic Consideration
48552,2,3 Date of Service Edit: Clinical,Clinical: Data
48554,1,2 Date of Service Edit: Policy,Anatomic Consideration
48556,1,2 Date of Service Edit: Policy,Anatomic Consideration
48999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
49000,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49002,1,3 Date of Service Edit: Clinical,Clinical: Data
49010,1,3 Date of Service Edit: Clinical,Clinical: Data
49013,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49014,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
49020,2,3 Date of Service Edit: Clinical,Clinical: Data
49040,2,3 Date of Service Edit: Clinical,Clinical: Data
49060,2,3 Date of Service Edit: Clinical,Clinical: Data
49062,1,3 Date of Service Edit: Clinical,Anatomic Consideration
49082,1,3 Date of Service Edit: Clinical,Clinical: Data
49083,2,3 Date of Service Edit: Clinical,Clinical: Data
49084,1,3 Date of Service Edit: Clinical,Clinical: Data
49180,2,3 Date of Service Edit: Clinical,Clinical: Data
49185,2,3 Date of Service Edit: Clinical,Clinical: Data
49186,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49187,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49188,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49189,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49190,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49215,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
49250,1,2 Date of Service Edit: Policy,Anatomic Consideration
49255,1,2 Date of Service Edit: Policy,Anatomic Consideration
49320,1,3 Date of Service Edit: Clinical,Anatomic Consideration
49321,1,2 Date of Service Edit: Policy,Anatomic Consideration
49322,1,2 Date of Service Edit: Policy,Anatomic Consideration
49323,1,2 Date of Service Edit: Policy,Anatomic Consideration
49324,1,2 Date of Service Edit: Policy,Anatomic Consideration
