"Current Procedural Terminology (CPT) codes, descriptions and other data only are copyright 2025 American Medical Association. All rights reserved. 

CPT® is a registered trademark of the American Medical Association.

Applicable FARS/DFARS Restrictions Apply to Government Use. 

Fee schedules, relative value units, conversion factors and/or related components are not assigned by the AMA, are not part of CPT, and the AMA is not recommending their use.  The AMA does not directly or indirectly practice medicine or dispense medical services.  The AMA assumes no liability for the data contained or not contained herein.",,,
"HCPCS/
CPT Code",Practitioner Services MUE Values,MUE Adjudication Indicator,MUE Rationale
86778,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86780,2,3 Date of Service Edit: Clinical,Nature of Analyte
86784,1,3 Date of Service Edit: Clinical,Clinical: Data
86787,2,3 Date of Service Edit: Clinical,Nature of Analyte
86788,2,3 Date of Service Edit: Clinical,Nature of Analyte
86789,2,3 Date of Service Edit: Clinical,Nature of Analyte
86790,4,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
86793,2,3 Date of Service Edit: Clinical,Nature of Analyte
86794,1,3 Date of Service Edit: Clinical,Nature of Analyte
86800,1,3 Date of Service Edit: Clinical,Nature of Analyte
86803,1,3 Date of Service Edit: Clinical,Nature of Analyte
86804,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86805,2,3 Date of Service Edit: Clinical,Clinical: Data
86806,2,3 Date of Service Edit: Clinical,Clinical: Data
86807,2,3 Date of Service Edit: Clinical,Clinical: Data
86808,1,3 Date of Service Edit: Clinical,Nature of Analyte
86812,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86813,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86816,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86817,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86821,1,3 Date of Service Edit: Clinical,Clinical: Data
86825,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86826,2,3 Date of Service Edit: Clinical,Clinical: Data
86828,1,3 Date of Service Edit: Clinical,Clinical: Data
86829,1,3 Date of Service Edit: Clinical,Clinical: Data
86830,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86831,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86832,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86833,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
86834,1,3 Date of Service Edit: Clinical,Nature of Analyte
86835,1,3 Date of Service Edit: Clinical,Nature of Analyte
86849,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
86850,3,3 Date of Service Edit: Clinical,Nature of Analyte
86860,2,3 Date of Service Edit: Clinical,Clinical: Data
86870,2,3 Date of Service Edit: Clinical,Clinical: Data
86880,4,3 Date of Service Edit: Clinical,Nature of Analyte
86885,2,3 Date of Service Edit: Clinical,Clinical: Data
86886,3,3 Date of Service Edit: Clinical,Nature of Analyte
86890,1,3 Date of Service Edit: Clinical,Nature of Analyte
86891,1,3 Date of Service Edit: Clinical,Nature of Analyte
86900,1,3 Date of Service Edit: Clinical,Clinical: Data
86901,1,3 Date of Service Edit: Clinical,Clinical: Data
86902,6,3 Date of Service Edit: Clinical,Clinical: Data
86904,2,3 Date of Service Edit: Clinical,Clinical: Data
86905,8,3 Date of Service Edit: Clinical,Clinical: Data
86906,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
86910,0,3 Date of Service Edit: Clinical,CMS Policy
86911,0,3 Date of Service Edit: Clinical,CMS Policy
86920,9,3 Date of Service Edit: Clinical,Clinical: Data
86921,2,3 Date of Service Edit: Clinical,Clinical: Data
86922,5,3 Date of Service Edit: Clinical,Clinical: Data
86923,10,3 Date of Service Edit: Clinical,Clinical: Data
86927,2,3 Date of Service Edit: Clinical,Clinical: Data
86930,0,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
86931,1,3 Date of Service Edit: Clinical,Clinical: Data
86932,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
86940,1,3 Date of Service Edit: Clinical,Clinical: Data
86941,1,3 Date of Service Edit: Clinical,Clinical: Data
86945,2,3 Date of Service Edit: Clinical,Clinical: Data
86950,1,3 Date of Service Edit: Clinical,Clinical: Data
86960,1,3 Date of Service Edit: Clinical,Clinical: Data
86965,1,3 Date of Service Edit: Clinical,Clinical: Data
86970,1,3 Date of Service Edit: Clinical,Clinical: Data
86971,1,3 Date of Service Edit: Clinical,Clinical: Data
86972,1,3 Date of Service Edit: Clinical,Clinical: Data
86975,1,3 Date of Service Edit: Clinical,Clinical: Data
86976,1,3 Date of Service Edit: Clinical,Clinical: Data
86977,1,3 Date of Service Edit: Clinical,Clinical: Data
86978,1,3 Date of Service Edit: Clinical,Clinical: Data
86985,1,3 Date of Service Edit: Clinical,Clinical: Data
86999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
87003,1,3 Date of Service Edit: Clinical,Clinical: Data
87015,3,3 Date of Service Edit: Clinical,Clinical: Data
87040,2,3 Date of Service Edit: Clinical,Clinical: Data
87045,3,3 Date of Service Edit: Clinical,Clinical: Data
87046,6,3 Date of Service Edit: Clinical,Clinical: Data
87070,3,3 Date of Service Edit: Clinical,Clinical: Data
87071,2,3 Date of Service Edit: Clinical,Clinical: Data
87073,2,3 Date of Service Edit: Clinical,Clinical: Data
87075,6,3 Date of Service Edit: Clinical,Clinical: Data
87076,2,3 Date of Service Edit: Clinical,Clinical: Data
87077,4,3 Date of Service Edit: Clinical,Clinical: Data
87081,2,3 Date of Service Edit: Clinical,Clinical: Data
87084,1,3 Date of Service Edit: Clinical,Clinical: Data
87086,3,3 Date of Service Edit: Clinical,Clinical: Data
87088,3,3 Date of Service Edit: Clinical,Clinical: Data
87101,2,3 Date of Service Edit: Clinical,Clinical: Data
87102,4,3 Date of Service Edit: Clinical,Clinical: Data
87103,2,3 Date of Service Edit: Clinical,Clinical: Data
87106,3,3 Date of Service Edit: Clinical,Clinical: Data
87107,4,3 Date of Service Edit: Clinical,Clinical: Data
87109,2,3 Date of Service Edit: Clinical,Clinical: Data
87110,2,3 Date of Service Edit: Clinical,Clinical: Data
87116,2,3 Date of Service Edit: Clinical,Clinical: Data
87118,3,3 Date of Service Edit: Clinical,Clinical: Data
87140,3,3 Date of Service Edit: Clinical,Clinical: Data
87143,2,3 Date of Service Edit: Clinical,Clinical: Data
87147,4,3 Date of Service Edit: Clinical,Clinical: Data
87149,4,3 Date of Service Edit: Clinical,Clinical: Data
87150,12,3 Date of Service Edit: Clinical,Clinical: Data
87152,1,3 Date of Service Edit: Clinical,Clinical: Data
87153,3,3 Date of Service Edit: Clinical,Clinical: Data
87154,1,3 Date of Service Edit: Clinical,Clinical: Data
87158,1,3 Date of Service Edit: Clinical,Clinical: Data
87164,2,3 Date of Service Edit: Clinical,Clinical: Data
87166,2,3 Date of Service Edit: Clinical,Clinical: Data
87168,2,3 Date of Service Edit: Clinical,Clinical: Data
87169,2,3 Date of Service Edit: Clinical,Clinical: Data
87172,1,3 Date of Service Edit: Clinical,Nature of Analyte
87176,2,3 Date of Service Edit: Clinical,Clinical: Data
87177,3,3 Date of Service Edit: Clinical,Clinical: Data
87181,12,3 Date of Service Edit: Clinical,Clinical: Data
87182,1,3 Date of Service Edit: Clinical,Nature of Analyte
87183,1,3 Date of Service Edit: Clinical,Nature of Analyte
87184,8,3 Date of Service Edit: Clinical,Clinical: Data
87185,4,3 Date of Service Edit: Clinical,Clinical: Data
87186,12,3 Date of Service Edit: Clinical,Clinical: Data
87187,3,3 Date of Service Edit: Clinical,Clinical: Data
87188,6,3 Date of Service Edit: Clinical,Clinical: Data
87190,9,3 Date of Service Edit: Clinical,Clinical: Data
87197,1,3 Date of Service Edit: Clinical,Clinical: Data
87205,3,3 Date of Service Edit: Clinical,Clinical: Data
87206,6,3 Date of Service Edit: Clinical,Clinical: Data
87207,3,3 Date of Service Edit: Clinical,Clinical: Data
87209,4,3 Date of Service Edit: Clinical,Clinical: Data
87210,4,3 Date of Service Edit: Clinical,Clinical: Data
87220,3,3 Date of Service Edit: Clinical,Clinical: Data
87230,2,3 Date of Service Edit: Clinical,Clinical: Data
87250,1,3 Date of Service Edit: Clinical,Clinical: Data
87252,2,3 Date of Service Edit: Clinical,Clinical: Data
87253,2,3 Date of Service Edit: Clinical,Clinical: Data
87254,7,3 Date of Service Edit: Clinical,Clinical: Data
87255,2,3 Date of Service Edit: Clinical,Clinical: Data
87260,1,3 Date of Service Edit: Clinical,Clinical: Data
87265,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87267,1,3 Date of Service Edit: Clinical,Clinical: Data
87269,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87270,1,3 Date of Service Edit: Clinical,Clinical: Data
87271,1,3 Date of Service Edit: Clinical,Clinical: Data
87272,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87273,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87274,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87275,1,3 Date of Service Edit: Clinical,Clinical: Data
87276,1,3 Date of Service Edit: Clinical,Clinical: Data
87278,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87279,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87280,1,3 Date of Service Edit: Clinical,Clinical: Data
87281,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87283,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87285,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87290,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87299,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87300,2,3 Date of Service Edit: Clinical,Clinical: Data
87301,1,3 Date of Service Edit: Clinical,Clinical: Data
87305,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87320,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87324,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87327,1,3 Date of Service Edit: Clinical,Clinical: Data
87328,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87329,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87332,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87335,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87336,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87337,1,3 Date of Service Edit: Clinical,Clinical: Data
87338,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87339,1,3 Date of Service Edit: Clinical,Clinical: Data
87340,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87341,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87350,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87380,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87385,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87389,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87390,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87391,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87400,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87420,1,3 Date of Service Edit: Clinical,Clinical: Data
87425,1,3 Date of Service Edit: Clinical,Clinical: Data
87426,1,3 Date of Service Edit: Clinical,Nature of Analyte
87427,2,3 Date of Service Edit: Clinical,Clinical: Data
87428,1,3 Date of Service Edit: Clinical,Nature of Analyte
87430,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87449,3,3 Date of Service Edit: Clinical,Clinical: Data
87451,2,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
87467,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87468,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87469,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87471,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87472,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87475,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87476,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87478,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87480,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87481,5,3 Date of Service Edit: Clinical,Clinical: Data
87482,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87483,1,2 Date of Service Edit: Policy,CMS Policy
87484,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87485,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87486,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87487,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87490,1,3 Date of Service Edit: Clinical,Clinical: Data
87491,3,3 Date of Service Edit: Clinical,Clinical: Data
87492,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87493,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87494,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87495,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87496,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87497,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87498,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87500,1,3 Date of Service Edit: Clinical,Clinical: Data
87501,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87502,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87503,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87505,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87506,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87507,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87510,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87511,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87512,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87513,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87516,1,3 Date of Service Edit: Clinical,Clinical: Data
87517,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87520,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87521,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87522,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87523,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87525,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87526,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87527,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87528,1,3 Date of Service Edit: Clinical,Clinical: Data
87529,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87530,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87531,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87532,1,3 Date of Service Edit: Clinical,Clinical: Data
87533,1,3 Date of Service Edit: Clinical,Clinical: Data
87534,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87535,1,3 Date of Service Edit: Clinical,Clinical: Data
87536,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87537,1,3 Date of Service Edit: Clinical,Clinical: Data
87538,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87539,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87540,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87541,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87542,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87550,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87551,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87552,1,3 Date of Service Edit: Clinical,Clinical: Data
87555,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87556,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87557,1,3 Date of Service Edit: Clinical,Clinical: Data
87560,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87561,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87562,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87563,3,3 Date of Service Edit: Clinical,Nature of Service/Procedure
87564,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87580,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87581,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87582,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87590,1,3 Date of Service Edit: Clinical,Clinical: Data
87591,3,3 Date of Service Edit: Clinical,Clinical: Data
87592,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87593,4,3 Date of Service Edit: Clinical,Clinical: Society Comment
87594,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87623,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87624,1,3 Date of Service Edit: Clinical,Nature of Analyte
87625,1,3 Date of Service Edit: Clinical,Nature of Analyte
87626,1,3 Date of Service Edit: Clinical,Nature of Analyte
87627,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87631,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87632,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87633,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87634,1,3 Date of Service Edit: Clinical,Nature of Analyte
87635,2,3 Date of Service Edit: Clinical,Nature of Analyte
87636,1,3 Date of Service Edit: Clinical,Nature of Analyte
87637,1,3 Date of Service Edit: Clinical,Nature of Analyte
87640,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87641,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87650,1,3 Date of Service Edit: Clinical,Clinical: Data
87651,1,3 Date of Service Edit: Clinical,Clinical: Data
87652,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87653,1,3 Date of Service Edit: Clinical,Clinical: Data
87660,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
87661,1,3 Date of Service Edit: Clinical,Nature of Analyte
87662,2,3 Date of Service Edit: Clinical,Nature of Analyte
87797,3,3 Date of Service Edit: Clinical,Clinical: Data
87798,13,3 Date of Service Edit: Clinical,Clinical: Data
87799,3,3 Date of Service Edit: Clinical,Clinical: Data
87800,2,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
87801,3,3 Date of Service Edit: Clinical,Clinical: Data
87802,2,3 Date of Service Edit: Clinical,Clinical: Data
87803,3,3 Date of Service Edit: Clinical,Clinical: Data
87804,3,3 Date of Service Edit: Clinical,Clinical: Data
87806,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87807,2,3 Date of Service Edit: Clinical,Clinical: Data
87808,1,3 Date of Service Edit: Clinical,Clinical: Data
87809,2,3 Date of Service Edit: Clinical,Clinical: Data
87810,2,3 Date of Service Edit: Clinical,Clinical: Data
87811,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87812,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87850,1,3 Date of Service Edit: Clinical,Clinical: Data
87880,2,3 Date of Service Edit: Clinical,Clinical: Data
87899,4,3 Date of Service Edit: Clinical,Clinical: Data
87900,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87901,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87902,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87903,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
87904,17,3 Date of Service Edit: Clinical,Nature of Analyte
87905,2,3 Date of Service Edit: Clinical,Nature of Analyte
87906,2,3 Date of Service Edit: Clinical,Nature of Analyte
87910,1,3 Date of Service Edit: Clinical,Nature of Analyte
87912,1,3 Date of Service Edit: Clinical,Nature of Analyte
87913,2,3 Date of Service Edit: Clinical,Nature of Analyte
87999,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
88000,0,3 Date of Service Edit: Clinical,CMS Policy
88005,0,3 Date of Service Edit: Clinical,CMS Policy
88007,0,3 Date of Service Edit: Clinical,CMS Policy
88012,0,3 Date of Service Edit: Clinical,CMS Policy
88014,0,3 Date of Service Edit: Clinical,CMS Policy
88016,0,3 Date of Service Edit: Clinical,CMS Policy
88020,0,3 Date of Service Edit: Clinical,CMS Policy
88025,0,3 Date of Service Edit: Clinical,CMS Policy
88027,0,3 Date of Service Edit: Clinical,CMS Policy
88028,0,3 Date of Service Edit: Clinical,CMS Policy
88029,0,3 Date of Service Edit: Clinical,CMS Policy
88036,0,3 Date of Service Edit: Clinical,CMS Policy
88037,0,3 Date of Service Edit: Clinical,CMS Policy
88040,0,3 Date of Service Edit: Clinical,CMS Policy
88045,0,3 Date of Service Edit: Clinical,CMS Policy
88099,0,3 Date of Service Edit: Clinical,CMS Policy
88104,5,3 Date of Service Edit: Clinical,Clinical: Data
88106,5,3 Date of Service Edit: Clinical,Clinical: Data
88108,6,3 Date of Service Edit: Clinical,Clinical: Data
88112,6,3 Date of Service Edit: Clinical,Clinical: Data
88120,2,3 Date of Service Edit: Clinical,Clinical: Data
88121,2,3 Date of Service Edit: Clinical,Clinical: Data
88125,1,3 Date of Service Edit: Clinical,Clinical: Data
88130,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
88140,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
88141,1,3 Date of Service Edit: Clinical,Nature of Analyte
88142,1,3 Date of Service Edit: Clinical,Nature of Analyte
88143,1,3 Date of Service Edit: Clinical,Nature of Analyte
88147,1,3 Date of Service Edit: Clinical,Nature of Analyte
88148,1,3 Date of Service Edit: Clinical,Nature of Analyte
88150,1,3 Date of Service Edit: Clinical,Nature of Analyte
88152,1,3 Date of Service Edit: Clinical,Nature of Analyte
88153,1,3 Date of Service Edit: Clinical,Nature of Analyte
88155,1,3 Date of Service Edit: Clinical,Nature of Analyte
88160,4,3 Date of Service Edit: Clinical,Clinical: Data
88161,4,3 Date of Service Edit: Clinical,Clinical: Data
88162,3,3 Date of Service Edit: Clinical,Clinical: Data
88164,1,3 Date of Service Edit: Clinical,Nature of Analyte
88165,1,3 Date of Service Edit: Clinical,Nature of Analyte
88166,1,3 Date of Service Edit: Clinical,Nature of Analyte
88167,1,3 Date of Service Edit: Clinical,Nature of Analyte
88172,5,3 Date of Service Edit: Clinical,Clinical: Data
88173,5,3 Date of Service Edit: Clinical,Clinical: Data
88174,1,3 Date of Service Edit: Clinical,Nature of Analyte
88175,1,3 Date of Service Edit: Clinical,Nature of Analyte
88177,6,3 Date of Service Edit: Clinical,Clinical: Data
88182,2,3 Date of Service Edit: Clinical,Clinical: Data
88184,2,3 Date of Service Edit: Clinical,Nature of Service/Procedure
88185,35,3 Date of Service Edit: Clinical,Clinical: Data
88187,2,3 Date of Service Edit: Clinical,Clinical: Data
88188,2,3 Date of Service Edit: Clinical,Clinical: Data
88189,2,3 Date of Service Edit: Clinical,Clinical: Data
88199,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
88230,2,3 Date of Service Edit: Clinical,Clinical: Data
88233,2,3 Date of Service Edit: Clinical,Clinical: Data
88235,2,3 Date of Service Edit: Clinical,Clinical: Data
88237,4,3 Date of Service Edit: Clinical,Clinical: Data
88239,3,3 Date of Service Edit: Clinical,Clinical: Data
88240,1,3 Date of Service Edit: Clinical,Clinical: Data
88241,3,3 Date of Service Edit: Clinical,Clinical: Data
88245,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
88248,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
88249,1,2 Date of Service Edit: Policy,Code Descriptor / CPT Instruction
88261,2,3 Date of Service Edit: Clinical,Clinical: Data
88262,2,3 Date of Service Edit: Clinical,Clinical: Data
88263,1,3 Date of Service Edit: Clinical,Clinical: Data
88264,1,3 Date of Service Edit: Clinical,Clinical: Data
88267,2,3 Date of Service Edit: Clinical,Clinical: Data
88269,2,3 Date of Service Edit: Clinical,Clinical: Data
88271,16,3 Date of Service Edit: Clinical,Clinical: Data
88272,12,3 Date of Service Edit: Clinical,Clinical: Data
88273,3,3 Date of Service Edit: Clinical,Clinical: Data
88274,5,3 Date of Service Edit: Clinical,Clinical: Data
88275,12,3 Date of Service Edit: Clinical,Clinical: Data
88280,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
88283,5,3 Date of Service Edit: Clinical,Clinical: Data
88285,10,3 Date of Service Edit: Clinical,Clinical: Data
88289,1,3 Date of Service Edit: Clinical,Clinical: Data
88291,1,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
88299,1,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
88300,4,3 Date of Service Edit: Clinical,Clinical: Data
88302,4,3 Date of Service Edit: Clinical,Clinical: Data
88304,5,3 Date of Service Edit: Clinical,Clinical: Data
88305,16,3 Date of Service Edit: Clinical,Clinical: Data
88307,8,3 Date of Service Edit: Clinical,Clinical: Data
88309,3,3 Date of Service Edit: Clinical,Clinical: Data
88311,4,3 Date of Service Edit: Clinical,Clinical: Data
88312,9,3 Date of Service Edit: Clinical,Clinical: Data
88313,8,3 Date of Service Edit: Clinical,Clinical: Data
88314,6,3 Date of Service Edit: Clinical,Clinical: Data
88319,11,3 Date of Service Edit: Clinical,Clinical: Data
88321,1,2 Date of Service Edit: Policy,CMS Policy
88323,1,2 Date of Service Edit: Policy,CMS Policy
88325,1,2 Date of Service Edit: Policy,CMS Policy
88329,2,3 Date of Service Edit: Clinical,Clinical: Data
88331,11,3 Date of Service Edit: Clinical,Clinical: Data
88332,13,3 Date of Service Edit: Clinical,Clinical: Data
88333,4,3 Date of Service Edit: Clinical,Clinical: Data
88334,5,3 Date of Service Edit: Clinical,Clinical: Data
88341,13,3 Date of Service Edit: Clinical,Clinical: Data
88342,4,3 Date of Service Edit: Clinical,Clinical: Data
88344,6,3 Date of Service Edit: Clinical,Clinical: Data
88346,3,3 Date of Service Edit: Clinical,Clinical: Data
88348,1,3 Date of Service Edit: Clinical,Clinical: Data
88350,9,3 Date of Service Edit: Clinical,Clinical: Data
88355,1,3 Date of Service Edit: Clinical,Clinical: Data
88356,3,3 Date of Service Edit: Clinical,Clinical: Data
88358,2,3 Date of Service Edit: Clinical,Clinical: Data
88360,6,3 Date of Service Edit: Clinical,Clinical: Data
88361,6,3 Date of Service Edit: Clinical,Clinical: Data
88362,1,3 Date of Service Edit: Clinical,Clinical: Data
88363,2,3 Date of Service Edit: Clinical,Code Descriptor / CPT Instruction
88364,3,3 Date of Service Edit: Clinical,Nature of Service/Procedure
88365,4,3 Date of Service Edit: Clinical,Clinical: Data
88366,2,3 Date of Service Edit: Clinical,Clinical: Data
88367,3,3 Date of Service Edit: Clinical,Clinical: Data
88368,3,3 Date of Service Edit: Clinical,Clinical: Data
88369,3,3 Date of Service Edit: Clinical,Clinical: Data
88371,1,3 Date of Service Edit: Clinical,Clinical: Data
88372,1,3 Date of Service Edit: Clinical,Clinical: Data
88373,3,3 Date of Service Edit: Clinical,Clinical: CMS Workgroup
88374,5,3 Date of Service Edit: Clinical,Clinical: Data
88375,1,3 Date of Service Edit: Clinical,Nature of Service/Procedure
